awb_number,batch_id,courier_,merchant_id,city,tier,discrepancy_type,expected_value,actual_value,variance_rs,severity,detected_at
AWB110275,BATCH-C,Kwikship,M-001,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,138.0,0.0,LOW,2026-09-14 22:11:32.038362
AWB110275,BATCH-C,Kwikship,M-001,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,193.0,193.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110277,BATCH-A,DTDC,M-019,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110283,BATCH-C,Bluedart,M-016,Jaipur,Tier-3,WEIGHT_DISPUTE,1.72,2.15,26.0,LOW,2026-09-14 22:11:31.453814
AWB110291,BATCH-A,Kwikship,M-001,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,115.9,0.0,LOW,2026-09-14 22:11:32.038362
AWB110293,BATCH-A,Kwikship,M-002,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,101.0,101.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110306,BATCH-B,DTDC,M-005,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110307,BATCH-D,DTDC,M-009,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110307,BATCH-D,DTDC,M-009,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,218.0,218.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110308,BATCH-A,DTDC,M-003,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,42.0,50.0,8.0,LOW,2026-09-14 22:11:32.127304
AWB110309,BATCH-A,Delhivery,M-006,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,231.0,231.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110310,BATCH-C,DTDC,M-004,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110312,BATCH-D,DTDC,M-011,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB110316,BATCH-A,DTDC,M-012,Pune,Tier-2,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB110318,BATCH-D,DTDC,M-006,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110321,BATCH-A,Shiprocket,M-005,Delhi,Tier-1,OVERDUE_REMITTANCE,14.0,22.0,2732.0,MEDIUM,2026-09-14 22:11:31.791087
AWB110322,BATCH-C,DTDC,M-014,Pune,Tier-2,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB110335,BATCH-A,DTDC,M-018,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110340,BATCH-D,DTDC,M-006,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110342,BATCH-D,Kwikship,M-014,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,212.0,212.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110344,BATCH-D,Delhivery,M-017,Jaipur,Tier-3,COD_SHORT_REMITTANCE,5510.0,5100.0,410.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110348,BATCH-C,Shiprocket,M-014,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,191.0,191.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110351,BATCH-B,Kwikship,M-004,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,116.0,0.0,LOW,2026-09-14 22:11:32.038362
AWB110351,BATCH-B,Kwikship,M-004,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,249.0,249.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110356,BATCH-D,DTDC,M-013,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110357,BATCH-D,Shiprocket,M-010,Jaipur,Tier-3,OVERDUE_REMITTANCE,14.0,25.0,0.0,MEDIUM,2026-09-14 22:11:31.791087
AWB110358,BATCH-A,DTDC,M-009,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110359,BATCH-D,Bluedart,M-005,Lucknow,Tier-3,WEIGHT_DISPUTE,2.64,3.29,39.0,LOW,2026-09-14 22:11:31.453814
AWB110364,BATCH-A,Bluedart,M-019,Jaipur,Tier-3,WEIGHT_DISPUTE,6.08,7.67,95.0,LOW,2026-09-14 22:11:31.453814
AWB110366,BATCH-C,DTDC,M-013,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110369,BATCH-D,DTDC,M-006,Pune,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110371,BATCH-B,Bluedart,M-013,Jaipur,Tier-3,WEIGHT_DISPUTE,6.38,8.08,102.0,MEDIUM,2026-09-14 22:11:31.453814
AWB110375,BATCH-B,Bluedart,M-013,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,183.0,183.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110396,BATCH-A,DTDC,M-005,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110397,BATCH-B,DTDC,M-011,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110404,BATCH-B,Bluedart,M-013,Lucknow,Tier-3,WEIGHT_DISPUTE,5.78,6.82,62.0,LOW,2026-09-14 22:11:31.453814
AWB110408,BATCH-D,Delhivery,M-004,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,215.0,215.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110411,BATCH-C,Bluedart,M-016,Lucknow,Tier-3,WEIGHT_DISPUTE,1.99,2.56,34.0,LOW,2026-09-14 22:11:31.453814
AWB110415,BATCH-D,Delhivery,M-001,Delhi,Tier-1,COD_SHORT_REMITTANCE,5743.0,5483.0,260.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110418,BATCH-C,Delhivery,M-007,Mumbai,Tier-1,COD_SHORT_REMITTANCE,3235.0,2981.0,254.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110420,BATCH-D,Kwikship,M-013,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,202.0,202.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110424,BATCH-A,Bluedart,M-008,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,219.0,219.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110427,BATCH-A,DTDC,M-019,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110428,BATCH-B,DTDC,M-016,Pune,Tier-2,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB110440,BATCH-C,DTDC,M-020,Pune,Tier-2,EXCESS_FORWARD_CHARGE,42.0,50.0,8.0,LOW,2026-09-14 22:11:32.127304
AWB110440,BATCH-C,DTDC,M-020,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,187.0,187.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110442,BATCH-C,Delhivery,M-018,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,233.0,233.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110443,BATCH-A,Delhivery,M-013,Mumbai,Tier-1,COD_SHORT_REMITTANCE,5823.0,5412.0,411.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110450,BATCH-C,Kwikship,M-004,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,183.0,183.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110460,BATCH-D,Kwikship,M-010,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,142.3,0.0,LOW,2026-09-14 22:11:32.038362
AWB110461,BATCH-C,Delhivery,M-001,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,145.0,145.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110471,BATCH-D,Bluedart,M-007,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,193.0,193.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110477,BATCH-A,DTDC,M-008,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110480,BATCH-D,DTDC,M-003,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110484,BATCH-B,Delhivery,M-016,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,145.0,145.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110488,BATCH-C,Shiprocket,M-018,Indore,Tier-2,DUPLICATE_SETTLEMENT,1.0,2.0,1601.0,HIGH,2026-09-14 22:11:31.913657
AWB110488,BATCH-DUP,Shiprocket,M-018,Indore,Tier-2,DUPLICATE_SETTLEMENT,1.0,2.0,1601.0,HIGH,2026-09-14 22:11:31.913657
AWB110493,BATCH-D,Delhivery,M-007,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,139.0,139.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110499,BATCH-D,DTDC,M-012,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110504,BATCH-D,Delhivery,M-007,Pune,Tier-2,COD_SHORT_REMITTANCE,5522.0,5311.0,211.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110507,BATCH-A,DTDC,M-012,Pune,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110508,BATCH-C,Bluedart,M-012,Lucknow,Tier-3,WEIGHT_DISPUTE,1.5,1.98,29.0,LOW,2026-09-14 22:11:31.453814
AWB110509,BATCH-D,DTDC,M-014,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110515,BATCH-D,Kwikship,M-017,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,105.1,0.0,LOW,2026-09-14 22:11:32.038362
AWB110516,BATCH-B,Shiprocket,M-012,Delhi,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB110516,BATCH-DUP,Shiprocket,M-012,Delhi,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB110518,BATCH-D,Bluedart,M-001,Lucknow,Tier-3,WEIGHT_DISPUTE,5.54,7.14,96.0,LOW,2026-09-14 22:11:31.453814
AWB110521,BATCH-D,Kwikship,M-011,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,110.6,0.0,LOW,2026-09-14 22:11:32.038362
AWB110522,BATCH-A,Bluedart,M-011,Lucknow,Tier-3,WEIGHT_DISPUTE,0.52,0.67,9.0,LOW,2026-09-14 22:11:31.453814
AWB110523,BATCH-B,DTDC,M-003,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110523,BATCH-B,DTDC,M-003,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,202.0,202.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110526,BATCH-B,DTDC,M-010,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110530,BATCH-B,Shiprocket,M-006,Pune,Tier-2,OVERDUE_REMITTANCE,14.0,26.0,0.0,MEDIUM,2026-09-14 22:11:31.791087
AWB110545,BATCH-A,Kwikship,M-002,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,222.0,222.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110547,BATCH-A,Bluedart,M-017,Lucknow,Tier-3,WEIGHT_DISPUTE,0.97,1.18,13.0,LOW,2026-09-14 22:11:31.453814
AWB110548,BATCH-A,Kwikship,M-016,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,136.0,0.0,LOW,2026-09-14 22:11:32.038362
AWB110549,BATCH-A,Shiprocket,M-005,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,119.0,119.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110552,BATCH-B,Delhivery,M-013,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,151.0,151.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110557,BATCH-D,Bluedart,M-002,Jaipur,Tier-3,WEIGHT_DISPUTE,7.49,8.86,83.0,LOW,2026-09-14 22:11:31.453814
AWB110560,BATCH-C,DTDC,M-014,Pune,Tier-2,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB110560,BATCH-DUP,DTDC,M-014,Pune,Tier-2,DUPLICATE_SETTLEMENT,1.0,2.0,0.0,HIGH,2026-09-14 22:11:31.913657
AWB110563,BATCH-C,DTDC,M-005,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110564,BATCH-A,Shiprocket,M-004,Delhi,Tier-1,OVERDUE_REMITTANCE,14.0,24.0,2413.0,MEDIUM,2026-09-14 22:11:31.791087
AWB110564,BATCH-A,Shiprocket,M-004,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,225.0,225.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110568,BATCH-D,Bluedart,M-008,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,191.0,191.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110574,BATCH-A,Shiprocket,M-002,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,217.0,217.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110579,BATCH-C,Bluedart,M-013,Lucknow,Tier-3,WEIGHT_DISPUTE,5.42,6.6,70.0,LOW,2026-09-14 22:11:31.453814
AWB110586,BATCH-C,Delhivery,M-003,Jaipur,Tier-3,COD_SHORT_REMITTANCE,5968.0,5718.0,250.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110592,BATCH-C,DTDC,M-020,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB110599,BATCH-B,DTDC,M-018,Pune,Tier-2,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB110606,BATCH-D,DTDC,M-009,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110609,BATCH-A,Kwikship,M-013,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,143.1,0.0,LOW,2026-09-14 22:11:32.038362
AWB110612,BATCH-B,Bluedart,M-013,Jaipur,Tier-3,WEIGHT_DISPUTE,1.22,1.52,18.0,LOW,2026-09-14 22:11:31.453814
AWB110614,BATCH-B,Shiprocket,M-014,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,196.0,196.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110623,BATCH-B,Shiprocket,M-007,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,167.0,167.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110624,BATCH-B,Shiprocket,M-019,Jaipur,Tier-3,OVERDUE_REMITTANCE,14.0,18.0,3524.0,MEDIUM,2026-09-14 22:11:31.791087
AWB110632,BATCH-D,Delhivery,M-006,Delhi,Tier-1,COD_SHORT_REMITTANCE,5900.0,5570.0,330.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110642,BATCH-C,Delhivery,M-019,Pune,Tier-2,COD_SHORT_REMITTANCE,5091.0,4896.0,195.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110645,BATCH-D,Bluedart,M-014,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,143.0,143.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110648,BATCH-C,DTDC,M-013,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110652,BATCH-B,Bluedart,M-013,Jaipur,Tier-3,WEIGHT_DISPUTE,7.43,8.81,83.0,LOW,2026-09-14 22:11:31.453814
AWB110654,BATCH-A,Delhivery,M-014,Pune,Tier-2,COD_SHORT_REMITTANCE,3449.0,3243.0,206.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110654,BATCH-A,Delhivery,M-014,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,109.0,109.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110655,BATCH-B,Delhivery,M-012,Pune,Tier-2,COD_SHORT_REMITTANCE,3925.0,3700.0,225.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110655,BATCH-B,Delhivery,M-012,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,180.0,180.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110658,BATCH-A,Delhivery,M-004,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,203.0,203.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110660,BATCH-B,Kwikship,M-016,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,114.3,0.0,LOW,2026-09-14 22:11:32.038362
AWB110665,BATCH-A,Kwikship,M-009,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,142.6,0.0,LOW,2026-09-14 22:11:32.038362
AWB110667,BATCH-B,DTDC,M-006,Pune,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110683,BATCH-A,Kwikship,M-008,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,114.0,0.0,LOW,2026-09-14 22:11:32.038362
AWB110685,BATCH-B,Kwikship,M-019,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,141.2,0.0,LOW,2026-09-14 22:11:32.038362
AWB110697,BATCH-B,DTDC,M-020,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,172.0,172.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110698,BATCH-D,DTDC,M-004,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB110699,BATCH-D,Kwikship,M-017,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,203.0,203.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110703,BATCH-D,Kwikship,M-002,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,141.2,0.0,LOW,2026-09-14 22:11:32.038362
AWB110706,BATCH-B,Kwikship,M-002,Lucknow,Tier-3,ETA_SLA_BREACH,72.0,132.5,0.0,LOW,2026-09-14 22:11:32.038362
AWB110710,BATCH-A,Shiprocket,M-008,Mumbai,Tier-1,OVERDUE_REMITTANCE,14.0,27.0,0.0,MEDIUM,2026-09-14 22:11:31.791087
AWB110716,BATCH-A,Bluedart,M-009,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,193.0,193.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110717,BATCH-D,DTDC,M-010,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110718,BATCH-C,DTDC,M-017,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110718,BATCH-C,DTDC,M-017,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,176.0,176.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110720,BATCH-B,DTDC,M-016,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB110720,BATCH-B,DTDC,M-016,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,167.0,167.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110723,BATCH-A,Delhivery,M-004,Mumbai,Tier-1,COD_SHORT_REMITTANCE,4911.0,4548.0,363.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110723,BATCH-A,Delhivery,M-004,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,163.0,163.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110727,BATCH-A,Shiprocket,M-016,Delhi,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,4096.0,HIGH,2026-09-14 22:11:31.913657
AWB110727,BATCH-DUP,Shiprocket,M-016,Delhi,Tier-1,DUPLICATE_SETTLEMENT,1.0,2.0,4096.0,HIGH,2026-09-14 22:11:31.913657
AWB110733,BATCH-D,Bluedart,M-018,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,249.0,249.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110735,BATCH-C,DTDC,M-002,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110735,BATCH-C,DTDC,M-002,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,209.0,209.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110736,BATCH-B,Delhivery,M-007,Pune,Tier-2,COD_SHORT_REMITTANCE,5362.0,5066.0,296.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110736,BATCH-B,Delhivery,M-007,Pune,Tier-2,DUPLICATE_SETTLEMENT,1.0,2.0,5066.0,HIGH,2026-09-14 22:11:31.913657
AWB110736,BATCH-DUP,Delhivery,M-007,Pune,Tier-2,COD_SHORT_REMITTANCE,5362.0,5066.0,296.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110736,BATCH-DUP,Delhivery,M-007,Pune,Tier-2,DUPLICATE_SETTLEMENT,1.0,2.0,5066.0,HIGH,2026-09-14 22:11:31.913657
AWB110738,BATCH-D,DTDC,M-006,Pune,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110741,BATCH-C,Bluedart,M-019,Jaipur,Tier-3,WEIGHT_DISPUTE,6.81,8.25,86.0,LOW,2026-09-14 22:11:31.453814
AWB110743,BATCH-B,DTDC,M-001,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110744,BATCH-A,Delhivery,M-014,Pune,Tier-2,COD_SHORT_REMITTANCE,4977.0,4747.0,230.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110746,BATCH-B,DTDC,M-014,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110749,BATCH-C,DTDC,M-014,Lucknow,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110752,BATCH-A,Bluedart,M-017,Lucknow,Tier-3,WEIGHT_DISPUTE,4.58,5.74,70.0,LOW,2026-09-14 22:11:31.453814
AWB110756,BATCH-A,Bluedart,M-018,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,205.0,205.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110758,BATCH-C,DTDC,M-002,Pune,Tier-2,EXCESS_FORWARD_CHARGE,65.0,78.0,13.0,LOW,2026-09-14 22:11:32.127304
AWB110765,BATCH-A,DTDC,M-006,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110769,BATCH-C,Shiprocket,M-003,Mumbai,Tier-1,OVERDUE_REMITTANCE,14.0,19.0,5869.0,MEDIUM,2026-09-14 22:11:31.791087
AWB110778,BATCH-B,Bluedart,M-008,Lucknow,Tier-3,WEIGHT_DISPUTE,1.25,1.64,23.0,LOW,2026-09-14 22:11:31.453814
AWB110779,BATCH-C,DTDC,M-015,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,139.0,139.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110781,BATCH-C,Kwikship,M-010,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,245.0,245.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110790,BATCH-B,Kwikship,M-015,Jaipur,Tier-3,ETA_SLA_BREACH,72.0,139.1,0.0,LOW,2026-09-14 22:11:32.038362
AWB110790,BATCH-B,Kwikship,M-015,Jaipur,Tier-3,PHANTOM_RTO_CHARGE,0.0,201.0,201.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110792,BATCH-D,DTDC,M-017,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,195.0,195.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110795,BATCH-A,DTDC,M-013,Mumbai,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110795,BATCH-A,DTDC,M-013,Mumbai,Tier-1,PHANTOM_RTO_CHARGE,0.0,170.0,170.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110801,BATCH-C,DTDC,M-014,Delhi,Tier-1,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110804,BATCH-D,Shiprocket,M-020,Indore,Tier-2,OVERDUE_REMITTANCE,14.0,27.0,0.0,MEDIUM,2026-09-14 22:11:31.791087
AWB110807,BATCH-B,Delhivery,M-007,Mumbai,Tier-1,COD_SHORT_REMITTANCE,4312.0,4152.0,160.0,MEDIUM,2026-09-14 22:10:12.726074
AWB110810,BATCH-B,DTDC,M-013,Jaipur,Tier-3,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110811,BATCH-D,Bluedart,M-016,Delhi,Tier-1,PHANTOM_RTO_CHARGE,0.0,153.0,153.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110812,BATCH-A,Bluedart,M-012,Jaipur,Tier-3,WEIGHT_DISPUTE,5.74,7.52,107.0,MEDIUM,2026-09-14 22:11:31.453814
AWB110819,BATCH-B,Shiprocket,M-008,Indore,Tier-2,OVERDUE_REMITTANCE,14.0,25.0,4983.0,MEDIUM,2026-09-14 22:11:31.791087
AWB110821,BATCH-D,Delhivery,M-010,Pune,Tier-2,PHANTOM_RTO_CHARGE,0.0,172.0,172.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110822,BATCH-C,DTDC,M-017,Indore,Tier-2,EXCESS_FORWARD_CHARGE,95.0,114.0,19.0,LOW,2026-09-14 22:11:32.127304
AWB110823,BATCH-C,DTDC,M-005,Indore,Tier-2,PHANTOM_RTO_CHARGE,0.0,193.0,193.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110825,BATCH-B,Bluedart,M-015,Lucknow,Tier-3,PHANTOM_RTO_CHARGE,0.0,183.0,183.0,MEDIUM,2026-09-14 22:11:31.631484
AWB110825,BATCH-B,Bluedart,M-015,Lucknow,Tier-3,WEIGHT_DISPUTE,6.88,8.28,84.0,LOW,2026-09-14 22:11:31.453814
