order_id,awb_number,courier_id,merchant_id,geo_id,order_date,delivery_date,order_status,payment_mode,cod_amount,declared_weight,order_value,promised_eta_hrs,actual_eta_hrs
ORD100480,AWB100480,4,M-015,4,2026-07-27,,LOST,Prepaid,0,1.777,1133,96,
ORD100481,AWB100481,2,M-008,6,2026-09-01,,RTO,COD,5323,2.335,5323,48,
ORD100482,AWB100482,2,M-017,1,2026-08-05,2026-08-07,DELIVERED,Prepaid,0,7.95,1501,48,33.8
ORD100483,AWB100483,1,M-009,3,2026-08-26,2026-08-29,DELIVERED,Prepaid,0,1.945,935,72,59.8
ORD100484,AWB100484,2,M-003,3,2026-06-20,2026-06-22,DELIVERED,Prepaid,0,6.085,2670,48,42.1
ORD100485,AWB100485,5,M-018,4,2026-07-14,2026-07-17,DELIVERED,Prepaid,0,8.086,2959,72,54.5
ORD100486,AWB100486,4,M-008,3,2026-08-17,,IN_TRANSIT,COD,3921,4.968,3921,96,
ORD100487,AWB100487,2,M-010,4,2026-08-23,2026-08-25,DELIVERED,Prepaid,0,3.841,3438,48,46.7
ORD100488,AWB100488,3,M-006,5,2026-07-22,2026-07-27,DELIVERED,COD,1104,7.479,1104,96,102.2
ORD100489,AWB100489,4,M-011,1,2026-07-18,2026-07-23,DELIVERED,COD,4386,5.261,4386,96,108.8
ORD100490,AWB100490,1,M-015,3,2026-08-25,2026-08-28,DELIVERED,COD,4777,3.76,4777,72,66.2
ORD100491,AWB100491,3,M-006,5,2026-08-30,2026-09-04,DELIVERED,Prepaid,0,0.686,2376,96,105.6
ORD100492,AWB100492,1,M-006,2,2026-08-09,,RTO,COD,3789,0.806,3789,72,
ORD100493,AWB100493,5,M-001,5,2026-09-07,,IN_TRANSIT,Prepaid,0,5.511,3119,72,
ORD100494,AWB100494,3,M-013,4,2026-07-27,2026-07-31,DELIVERED,COD,4219,4.972,4219,96,88.0
ORD100495,AWB100495,3,M-019,1,2026-06-30,,LOST,COD,2886,8.391,2886,96,
ORD100496,AWB100496,5,M-019,5,2026-06-30,,LOST,COD,2853,5.708,2853,72,
ORD100497,AWB100497,4,M-009,3,2026-07-16,,RTO,COD,3624,5.528,3624,96,
ORD100498,AWB100498,1,M-018,4,2026-09-05,,RTO,COD,5547,2.711,5547,72,
ORD100499,AWB100499,4,M-006,6,2026-08-22,2026-08-25,DELIVERED,COD,3632,7.608,3632,96,58.0
